# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR17196399_sorted.bam" "SRR17196386_sorted.bam" "SRR17196390_sorted.bam" "SRR17196395_sorted.bam" "SRR17196401_sorted.bam" "SRR17196404_sorted.bam" "SRR17196406_sorted.bam" "SRR17196396_sorted.bam" "SRR17196393_sorted.bam" "SRR17196391_sorted.bam" "SRR17196389_sorted.bam" "SRR17196398_sorted.bam" "SRR17196400_sorted.bam" "SRR17196405_sorted.bam" "SRR17196397_sorted.bam" "SRR17196402_sorted.bam" "SRR17196388_sorted.bam" "SRR17196387_sorted.bam" "SRR17196392_sorted.bam" "SRR17196403_sorted.bam" "SRR17196394_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR17196399_sorted.bam	SRR17196386_sorted.bam	SRR17196390_sorted.bam	SRR17196395_sorted.bam	SRR17196401_sorted.bam	SRR17196404_sorted.bam	SRR17196406_sorted.bam	SRR17196396_sorted.bam	SRR17196393_sorted.bam	SRR17196391_sorted.bam	SRR17196389_sorted.bam	SRR17196398_sorted.bam	SRR17196400_sorted.bam	SRR17196405_sorted.bam	SRR17196397_sorted.bam	SRR17196402_sorted.bam	SRR17196388_sorted.bam	SRR17196387_sorted.bam	SRR17196392_sorted.bam	SRR17196403_sorted.bam	SRR17196394_sorted.bam
gene-NWMN_RS09345	NC_009641.1	1861621	1862913	+	1293	176	348	162	151	191	197	79	122	130	132	211	124	63	104	124	75	220	160	258	106	213
gene-NWMN_RS09350	NC_009641.1	1862931	1863326	+	396	68	134	58	72	65	75	27	57	63	53	85	48	45	32	52	30	88	53	89	46	82
gene-NWMN_RS09355	NC_009641.1	1863621	1864475	-	855	1013	3427	2083	1109	1378	1538	364	916	1573	1405	2303	721	529	878	855	520	2011	2018	2077	782	1836
gene-NWMN_RS09360	NC_009641.1	1864751	1864975	-	225	85	252	177	68	83	67	22	74	117	141	157	58	41	45	56	50	160	162	166	39	114
gene-NWMN_RS09365	NC_009641.1	1865174	1865644	+	471	42	103	58	24	35	33	10	30	49	57	70	23	12	20	24	7	62	48	69	13	55
gene-NWMN_RS09370	NC_009641.1	1865757	1866200	+	444	59	181	120	66	46	42	20	64	94	83	115	34	29	38	38	28	109	110	123	35	109
gene-NWMN_RS09375	NC_009641.1	1866187	1866630	-	444	90	320	193	79	55	54	21	91	126	156	159	47	23	53	73	35	152	181	173	42	152
gene-NWMN_RS09380	NC_009641.1	1866926	1867561	+	636	19	54	30	15	22	22	5	11	13	29	23	15	11	13	17	14	36	40	27	14	36
gene-NWMN_RS09385	NC_009641.1	1868001	1868714	-	714	466	1278	1104	500	371	267	122	463	666	739	1137	276	215	291	476	273	984	1116	997	221	729
gene-NWMN_RS09390	NC_009641.1	1868974	1869276	+	303	94	321	246	59	43	32	5	60	140	104	150	38	11	42	44	34	125	222	221	21	105
gene-NWMN_RS09395	NC_009641.1	1869532	1869897	+	366	18	72	47	17	12	10	7	17	45	41	41	7	5	17	14	10	33	58	35	5	32
gene-NWMN_RS09400	NC_009641.1	1869894	1870247	+	354	25	64	53	21	10	11	1	18	32	23	45	12	3	14	8	7	35	46	38	9	29
gene-NWMN_RS09415	NC_009641.1	1872330	1873163	-	834	243	172	216	155	107	70	46	130	130	169	208	104	73	86	104	122	207	223	209	64	163
gene-NWMN_RS09420	NC_009641.1	1873375	1874283	-	909	942	1738	1135	749	363	348	119	735	927	875	1199	399	219	268	485	243	1134	911	1592	252	1046
gene-NWMN_RS09425	NC_009641.1	1874408	1875601	-	1194	703	1005	1626	972	308	376	157	1248	1267	1243	1497	460	301	280	567	331	1537	1078	1353	249	1201
gene-NWMN_RS09430	NC_009641.1	1875972	1877564	+	1593	478	501	602	615	242	204	148	529	407	370	513	324	192	170	435	217	538	515	718	225	378
gene-NWMN_RS09435	NC_009641.1	1877700	1878185	-	486	61	142	113	47	25	31	11	46	84	58	92	38	23	23	31	17	72	97	88	14	65
gene-NWMN_RS09440	NC_009641.1	1878560	1879306	-	747	81	80	157	115	40	35	18	139	128	118	129	40	22	29	64	39	153	105	126	27	97
gene-NWMN_RS09445	NC_009641.1	1879311	1879784	-	474	43	33	83	41	15	14	7	82	62	55	46	23	11	23	37	19	75	50	64	7	58
gene-NWMN_RS09450	NC_009641.1	1879850	1880107	+	258	146	235	272	188	71	55	28	154	161	131	209	77	51	47	127	63	197	269	210	62	174
gene-NWMN_RS09455	NC_009641.1	1880104	1881105	-	1002	181	231	307	219	75	71	29	206	199	170	217	92	68	66	118	90	233	259	225	70	192
gene-NWMN_RS09460	NC_009641.1	1881110	1882588	-	1479	150	168	269	157	65	51	18	168	171	198	186	82	38	63	94	54	172	201	173	27	166
gene-NWMN_RS09465	NC_009641.1	1882747	1883202	-	456	14	34	15	8	19	9	3	8	17	14	27	6	4	6	6	6	25	18	19	10	20
gene-NWMN_RS09475	NC_009641.1	1884236	1885231	+	996	747	494	1071	955	396	317	162	1265	1014	722	846	441	310	347	633	450	1017	324	1253	305	648
gene-NWMN_RS09480	NC_009641.1	1885307	1885933	+	627	32	52	88	88	15	17	4	160	102	41	118	26	15	18	27	17	114	35	155	12	66
gene-NWMN_RS09485	NC_009641.1	1885974	1886318	+	345	33	48	80	54	17	20	2	100	84	33	75	19	11	9	26	13	71	36	116	10	42
gene-NWMN_RS09490	NC_009641.1	1886416	1886967	+	552	39	69	74	55	33	23	10	115	84	36	80	20	8	11	32	22	52	47	122	7	38
gene-NWMN_RS09495	NC_009641.1	1887185	1887826	-	642	55	96	67	36	24	25	4	28	45	42	52	23	13	17	15	16	55	67	59	5	39
gene-NWMN_RS09500	NC_009641.1	1887940	1888125	-	186	7	7	4	3	5	1	1	2	8	4	6	1	2	1	4	3	6	4	8	1	7
gene-NWMN_RS09505	NC_009641.1	1888127	1888303	-	177	17	22	17	10	9	6	4	8	13	9	15	9	5	7	10	13	21	11	20	5	9
gene-NWMN_RS09510	NC_009641.1	1888314	1888697	-	384	35	35	58	27	26	16	7	21	42	36	39	20	9	14	24	17	37	34	41	12	30
gene-NWMN_RS09520	NC_009641.1	1889301	1889444	-	144	10	14	24	10	5	10	2	13	10	18	27	8	4	4	8	4	8	6	12	5	10
gene-NWMN_RS15745	NC_009641.1	1889647	1889742	+	96	1572	1945	1862	2377	1147	1171	1098	1507	1146	1177	2205	1419	1180	1059	1231	1176	1571	2509	2290	1679	1304
gene-NWMN_RS09525	NC_009641.1	1889865	1889966	+	102	22	71	33	17	20	16	11	20	20	28	46	12	8	11	16	6	47	38	40	14	31
gene-NWMN_RS09530	NC_009641.1	1890314	1890691	-	378	73	171	98	44	46	43	15	45	71	57	81	30	15	25	30	15	101	86	119	30	65
gene-NWMN_RS09545	NC_009641.1	1896174	1897373	-	1200	116	120	195	125	53	55	14	153	166	136	129	62	44	68	73	46	195	89	214	42	150
gene-NWMN_RS09550	NC_009641.1	1897366	1898922	-	1557	142	146	268	268	67	71	29	338	197	239	232	119	83	60	136	104	333	114	264	46	225
gene-NWMN_RS09555	NC_009641.1	1899086	1899220	-	135	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene-NWMN_RS09560	NC_009641.1	1899285	1900004	-	720	10	12	13	7	6	6	2	3	8	11	15	6	4	2	3	1	13	9	10	5	4
gene-NWMN_RS09565	NC_009641.1	1900155	1900871	-	717	6	8	3	6	10	8	0	5	4	7	6	2	2	3	3	1	6	8	5	2	12
gene-NWMN_RS09570	NC_009641.1	1901029	1901748	-	720	3	3	4	6	2	1	3	5	1	9	3	2	1	2	5	0	3	2	3	0	1
gene-NWMN_RS09575	NC_009641.1	1901869	1902588	-	720	11	7	10	10	14	11	5	5	6	14	6	10	6	6	13	8	12	6	3	5	8
gene-NWMN_RS09580	NC_009641.1	1902646	1903368	-	723	8	15	7	9	11	14	2	6	6	8	11	6	10	4	6	10	12	7	11	8	10
gene-NWMN_RS09585	NC_009641.1	1903493	1904209	-	717	13	12	14	7	9	10	0	8	5	8	7	8	4	5	14	5	16	13	12	2	13
gene-NWMN_RS09595	NC_009641.1	1905173	1905739	+	567	54	95	31	56	41	61	22	60	31	46	59	33	31	24	38	28	63	42	146	32	61
gene-NWMN_RS15000	NC_009641.1	1906213	1906911	-	699	226	47	34	29	30	17	10	15	23	33	31	33	49	15	63	42	41	52	28	24	30
gene-NWMN_RS09605	NC_009641.1	1906908	1907669	-	762	187	26	32	31	25	18	14	11	19	38	25	32	23	12	66	44	42	41	20	19	51
gene-NWMN_RS09610	NC_009641.1	1907666	1908358	-	693	164	26	28	35	28	18	15	23	13	40	26	27	31	9	65	23	43	25	34	17	32
gene-NWMN_RS09615	NC_009641.1	1908381	1909754	-	1374	68	20	32	30	27	21	10	21	15	30	22	25	20	13	51	23	57	24	20	11	21
gene-NWMN_RS09620	NC_009641.1	1909764	1910282	-	519	2	0	5	0	4	4	1	6	0	3	8	3	3	1	4	2	5	3	3	3	3
gene-NWMN_RS09625	NC_009641.1	1910298	1911542	-	1245	8	12	11	5	14	10	7	11	8	6	9	9	1	5	3	5	9	14	9	6	6
gene-NWMN_RS09630	NC_009641.1	1911535	1914528	-	2994	23	40	33	14	18	25	7	28	27	29	30	16	12	10	21	12	38	31	21	12	39
gene-NWMN_RS09635	NC_009641.1	1914593	1914736	-	144	5	8	11	2	2	2	4	9	1	5	6	5	3	5	7	3	7	4	8	2	8
gene-NWMN_RS09640	NC_009641.1	1915473	1915616	-	144	10	17	12	5	13	4	2	8	9	11	6	8	8	6	5	10	13	16	18	9	11
gene-NWMN_RS09645	NC_009641.1	1915858	1916841	-	984	7	13	13	12	10	12	0	9	8	28	11	7	3	6	6	8	23	10	25	7	9
gene-NWMN_RS09650	NC_009641.1	1916843	1917778	-	936	14	18	12	17	18	7	5	10	14	21	16	8	8	7	13	11	29	10	12	4	18
gene-NWMN_RS09655	NC_009641.1	1918578	1919117	+	540	30	45	22	11	31	28	4	3	12	15	21	9	6	7	12	15	19	16	22	3	21
gene-NWMN_RS09660	NC_009641.1	1919130	1919918	+	789	186	319	145	111	68	52	31	85	116	101	118	60	41	40	83	59	135	175	200	39	110
gene-NWMN_RS09665	NC_009641.1	1921161	1921249	-	89	167	165	207	215	42	62	710	236	150	500	535	111	86	69	129	102	165	322	264	333	869
gene-NWMN_RS09670	NC_009641.1	1921304	1921375	-	72	649	1131	1183	871	248	289	190	1219	1046	791	1336	426	225	293	497	307	964	1621	1116	260	1074
gene-NWMN_RS09675	NC_009641.1	1921377	1921451	-	75	946	1571	1760	1306	366	395	307	1939	1458	1154	1824	648	519	407	732	467	1365	2641	1583	414	1519
gene-NWMN_RS09680	NC_009641.1	1921466	1921539	-	74	560	843	904	2106	232	223	233	859	613	698	1008	391	264	227	460	297	778	1326	821	241	788
gene-NWMN_RS09685	NC_009641.1	1921555	1921630	-	76	462	832	828	921	233	240	228	881	557	774	1142	489	253	216	438	261	981	1213	803	264	885
gene-NWMN_RS09690	NC_009641.1	1921644	1921716	-	73	362	642	657	788	163	192	195	672	421	645	859	423	226	196	368	226	779	963	618	236	679
gene-NWMN_RS09695	NC_009641.1	1921733	1921808	-	76	197	415	348	418	84	95	118	380	257	349	480	225	118	106	182	109	463	480	460	103	403
gene-NWMN_RS09700	NC_009641.1	1921830	1921903	-	74	398	525	517	445	103	128	295	371	460	409	424	317	285	133	277	228	469	808	1012	185	467
gene-NWMN_RS09705	NC_009641.1	1922375	1922929	-	555	136	202	305	162	90	76	23	194	232	209	263	66	68	57	121	65	262	193	264	50	222
gene-NWMN_RS09715	NC_009641.1	1923252	1924652	-	1401	514	373	713	509	273	343	153	714	688	658	625	232	215	248	400	241	806	343	686	221	574
gene-NWMN_RS09720	NC_009641.1	1924676	1925599	-	924	285	240	407	322	159	150	78	373	386	361	292	156	119	143	211	148	436	215	403	95	313
gene-NWMN_RS09725	NC_009641.1	1925657	1926694	-	1038	297	248	395	316	160	171	50	349	327	342	302	156	116	123	185	114	425	239	345	85	310
gene-NWMN_RS09730	NC_009641.1	1926684	1926794	-	111	2	11	8	4	4	1	0	4	8	10	8	1	0	1	2	2	7	4	12	3	9
gene-NWMN_RS09735	NC_009641.1	1926957	1927460	+	504	1175	1920	1650	881	456	263	104	732	1043	872	1220	532	277	275	509	387	971	1580	1399	278	969
gene-NWMN_RS09740	NC_009641.1	1927584	1928807	-	1224	611	1442	1023	393	313	198	77	316	663	518	809	266	166	223	280	213	763	1079	888	119	662
gene-NWMN_RS09745	NC_009641.1	1928800	1929540	-	741	355	1046	850	372	209	170	48	276	442	449	732	191	97	142	233	193	646	931	587	103	470
gene-NWMN_RS09750	NC_009641.1	1929674	1930096	+	423	350	425	369	260	114	101	35	212	263	263	285	156	76	75	180	110	317	305	382	82	305
gene-NWMN_RS09755	NC_009641.1	1930238	1930603	+	366	1931	1012	933	1055	502	341	192	543	496	847	754	757	544	269	1179	526	891	1105	771	361	712
gene-NWMN_RS09760	NC_009641.1	1931336	1931893	+	558	49	119	72	35	27	25	9	34	52	41	67	28	10	22	26	29	76	71	109	11	60
gene-NWMN_RS09765	NC_009641.1	1932098	1933060	+	963	664	1518	1703	910	811	852	306	818	1181	1157	1684	446	371	502	651	474	1881	912	1939	469	1054
gene-NWMN_RS09770	NC_009641.1	1933181	1934122	-	942	605	1025	1432	768	354	345	153	858	889	983	1171	365	295	290	637	272	1168	886	1279	245	945
gene-NWMN_RS09775	NC_009641.1	1934119	1937055	-	2937	1115	1116	2059	1298	656	618	256	1722	1675	1827	1553	709	532	569	1102	647	2189	863	1937	490	1637
gene-NWMN_RS09780	NC_009641.1	1937045	1938241	-	1197	436	625	641	392	202	159	57	471	483	486	501	241	140	144	340	202	577	379	665	135	526
gene-NWMN_RS09785	NC_009641.1	1938532	1938630	-	99	4	10	6	5	7	4	1	2	5	6	10	1	2	1	7	1	4	6	9	3	4
gene-NWMN_RS09790	NC_009641.1	1939013	1939357	-	345	3186	6645	5123	2924	1663	1347	572	2316	3378	2868	4644	1788	1078	1107	2119	1452	3551	4790	5367	1113	3421
gene-NWMN_RS09795	NC_009641.1	1939426	1940550	-	1125	173	335	364	197	143	179	61	182	245	243	296	90	79	80	133	81	312	282	293	90	228
gene-NWMN_RS09800	NC_009641.1	1940729	1941193	-	465	622	1884	1258	734	386	441	87	728	1100	891	1398	351	157	275	347	223	1103	1042	1739	207	1129
gene-NWMN_RS09805	NC_009641.1	1941549	1942172	-	624	85	137	169	100	56	42	14	114	126	120	135	57	33	54	52	39	183	143	141	26	124
gene-NWMN_RS09810	NC_009641.1	1942194	1943306	-	1113	139	219	219	138	99	82	32	152	200	188	200	87	62	79	85	58	219	181	195	43	169
gene-NWMN_RS09815	NC_009641.1	1943469	1944290	+	822	400	1373	1252	495	247	236	81	520	851	564	889	242	123	170	283	171	654	1265	935	135	624
gene-NWMN_RS09820	NC_009641.1	1944753	1946138	-	1386	804	550	784	747	254	201	117	896	694	520	779	367	239	193	481	356	856	493	1055	188	614
gene-NWMN_RS09825	NC_009641.1	1946334	1946729	-	396	95	380	217	91	48	47	17	80	175	120	194	55	31	40	39	30	156	242	286	35	159
gene-NWMN_RS09835	NC_009641.1	1947506	1947658	-	153	864	497	551	411	243	174	80	245	331	466	350	249	195	161	463	164	520	417	427	163	440
gene-NWMN_RS09840	NC_009641.1	1947683	1948282	-	600	1820	826	1084	930	512	402	162	567	630	1038	751	490	462	285	1068	417	1049	838	905	358	805
gene-NWMN_RS09845	NC_009641.1	1948441	1948911	-	471	89	94	142	93	42	50	11	108	127	112	129	55	35	31	68	40	111	54	167	35	120
gene-NWMN_RS09850	NC_009641.1	1948916	1950043	-	1128	246	265	372	275	110	162	42	340	337	300	337	143	108	112	153	117	404	222	401	80	328
gene-NWMN_RS09855	NC_009641.1	1950194	1950916	-	723	160	110	274	91	103	69	17	79	118	83	97	110	83	61	128	103	127	250	92	38	114
gene-NWMN_RS09860	NC_009641.1	1950909	1952366	-	1458	139	123	234	75	96	53	24	89	113	94	135	94	50	39	119	90	148	190	83	41	95
gene-NWMN_RS09865	NC_009641.1	1952624	1953685	-	1062	311	820	560	305	137	155	55	308	425	296	485	151	101	88	174	96	405	488	566	77	366
gene-NWMN_RS09870	NC_009641.1	1954178	1955497	+	1320	73	88	97	60	28	28	14	49	78	61	59	36	23	21	37	30	91	67	122	21	80
gene-NWMN_RS15760	NC_009641.1	1955516	1955629	+	114	392	1224	1022	635	104	117	24	686	989	474	1096	169	80	103	357	93	594	1079	1685	33	668
gene-NWMN_RS09875	NC_009641.1	1955633	1955716	-	84	1261	3416	3159	2779	309	447	388	2719	2932	1861	3665	1051	557	350	1374	468	2194	4137	5127	354	2303
gene-NWMN_RS15765	NC_009641.1	1955755	1955829	-	75	501	1360	1310	1299	147	221	259	1320	1121	850	1426	556	337	188	703	235	1063	1877	1784	312	1122
gene-NWMN_RS09880	NC_009641.1	1955933	1956007	-	75	477	1532	1602	1211	233	316	343	1549	1168	1068	1597	577	384	277	727	273	1232	2093	1565	431	1281
gene-NWMN_RS09885	NC_009641.1	1956015	1956088	-	74	418	1983	1740	1151	297	347	215	1698	1215	988	2091	353	543	276	612	212	1309	2576	1335	271	1408
gene-NWMN_RS09890	NC_009641.1	1956094	1956165	-	72	1248	3116	3346	2883	544	943	1019	3174	2343	2217	3492	1421	1072	682	1547	867	2830	5012	2581	1500	2614
gene-NWMN_RS09895	NC_009641.1	1956177	1956249	-	73	1925	4481	3925	4597	752	899	1062	4596	3630	3335	5330	2038	1206	863	2524	945	4569	5171	5489	1040	4305
gene-NWMN_RS09900	NC_009641.1	1956252	1956325	-	74	2028	3777	3981	4167	674	795	1261	3777	3274	2867	4303	1888	1312	790	2366	1007	3936	4546	5773	1164	3620
gene-NWMN_RS09905	NC_009641.1	1956341	1956421	-	81	1875	3493	3430	3710	664	729	987	4074	3183	2302	4487	2010	1317	701	2089	1046	3151	5421	6437	1095	2910
gene-NWMN_RS09910	NC_009641.1	1956427	1956502	-	76	1306	2025	2384	2440	451	482	824	2973	2183	1609	2579	1786	946	523	1234	776	2121	3636	3523	736	1894
gene-NWMN_RS09915	NC_009641.1	1956510	1956582	-	73	332	714	928	651	128	204	980	1002	755	580	834	341	251	296	339	200	638	1345	629	524	669
gene-NWMN_RS09920	NC_009641.1	1956601	1956676	-	76	346	813	1072	2260	123	667	708	1021	884	619	937	256	1486	192	906	222	687	1533	842	260	827
gene-NWMN_RS09925	NC_009641.1	1956686	1956759	-	74	585	1435	1781	1078	227	295	459	1504	1495	890	1338	440	422	359	609	364	1313	2407	1742	423	1147
gene-NWMN_RS09930	NC_009641.1	1956774	1956866	-	93	2360	3161	4194	3271	770	1698	1872	4288	3630	2294	3864	1707	1458	1009	1800	1575	3120	6109	5886	1478	2648
gene-NWMN_RS09935	NC_009641.1	1956905	1956980	-	76	360	930	1250	2171	131	204	334	1258	975	637	1042	283	205	241	363	255	874	1957	862	215	821
gene-NWMN_RS09940	NC_009641.1	1956991	1957080	-	90	1378	2143	2319	1677	470	1298	939	2640	1984	1332	2927	910	746	633	1255	900	1888	3587	3560	901	1505
gene-NWMN_RS09945	NC_009641.1	1957090	1957163	-	74	322	1102	1097	573	161	170	100	1008	933	620	1112	224	147	175	334	119	913	1540	952	159	815
gene-NWMN_RS09950	NC_009641.1	1957192	1957265	-	74	353	1081	1142	686	170	211	219	1178	991	691	1351	377	292	228	430	307	961	1934	1128	245	1531
gene-NWMN_RS09955	NC_009641.1	1957287	1957362	-	76	431	905	1121	675	149	470	381	1141	910	820	1145	894	329	328	394	345	951	1969	908	244	808
gene-NWMN_RS09960	NC_009641.1	1957380	1957453	-	74	255	798	926	458	106	168	69	894	832	571	897	140	188	166	13041	100	675	1500	678	98	662
gene-NWMN_RS09965	NC_009641.1	1957463	1957536	-	74	621	1685	1708	992	237	326	269	1717	1486	967	1836	348	193	283	509	247	1259	2568	1727	267	1343
gene-NWMN_RS09970	NC_009641.1	1957555	1957643	-	89	709	2277	2717	1918	285	368	295	2607	2370	1462	2967	586	345	339	830	283	2051	3711	2709	399	2089
gene-NWMN_RS09975	NC_009641.1	1957654	1957728	-	75	460	1277	1589	877	320	297	227	1494	1460	835	1518	297	219	279	548	222	1110	2492	1249	271	1072
gene-NWMN_RS09980	NC_009641.1	1957732	1957813	-	82	3846	9943	10823	10651	1303	1626	1408	11989	8929	7411	14012	3971	2133	1587	4580	1502	9961	14586	15458	1892	10151
gene-NWMN_RS09985	NC_009641.1	1957817	1957892	-	76	3012	8874	10067	9759	1150	1502	1352	11096	8520	6793	13025	3710	2085	1296	4383	1256	8973	13651	13788	1891	9228
gene-NWMN_RS09990	NC_009641.1	1957898	1957973	-	76	1218	2603	3147	2707	402	533	781	3324	3156	2010	3469	1560	816	576	1303	746	2677	4796	4505	694	2358
gene-NWMN_RS09995	NC_009641.1	1957990	1958065	-	76	400	965	1075	857	174	242	327	1204	1167	923	1300	301	372	255	581	216	1064	1680	1159	421	1072
gene-NWMN_RS10000	NC_009641.1	1958077	1958191	-	115	60825	54126	82316	76773	29252	36519	76299	79053	64744	47310	75132	70320	62105	43591	55905	60052	60229	113183	105581	51875	50221
gene-NWMN_RS10005	NC_009641.1	1958264	1961186	-	2923	984667	1033972	1239000	1467029	1233166	1428314	1210405	1282184	1113366	1234358	1356335	1436046	1218572	1056251	1316192	1056377	1277119	1168953	1038217	1328298	1188935
gene-NWMN_RS10010	NC_009641.1	1961400	1961475	-	76	532	1062	969	951	195	205	288	1075	761	861	1251	578	385	213	462	336	1146	1930	1078	295	874
gene-NWMN_RS10015	NC_009641.1	1961494	1961570	-	77	128	177	224	231	48	68	86	252	261	196	219	111	105	46	104	99	175	382	249	66	183
gene-NWMN_RS10020	NC_009641.1	1961662	1963213	-	1552	200243	154981	231615	245512	171506	200783	189454	228917	188673	198111	241749	279871	190604	145944	185100	175998	199596	243880	183781	178171	190327
gene-NWMN_RS10025	NC_009641.1	1963955	1964401	-	447	1018	1534	1382	802	552	547	289	616	814	765	1000	503	442	337	656	413	1082	1557	1262	607	1015
gene-NWMN_RS10030	NC_009641.1	1964498	1965448	-	951	175	249	338	152	115	90	47	165	212	230	266	111	90	106	126	98	311	212	326	70	243
gene-NWMN_RS10035	NC_009641.1	1965454	1965909	-	456	86	110	120	63	63	50	16	54	103	93	86	39	38	50	51	33	122	51	123	28	77
gene-NWMN_RS10040	NC_009641.1	1965990	1967279	+	1290	283	408	604	326	158	168	89	329	371	387	416	143	130	131	251	117	566	387	410	120	395
gene-NWMN_RS10045	NC_009641.1	1967572	1968666	+	1095	474	453	415	344	234	217	98	288	326	373	369	228	129	151	265	159	437	355	458	156	455
gene-NWMN_RS10050	NC_009641.1	1968756	1968848	-	93	27	51	54	26	20	17	7	20	36	32	36	16	13	12	23	12	37	40	54	5	27
gene-NWMN_RS10055	NC_009641.1	1968857	1970593	-	1737	300	490	542	270	217	201	93	284	424	396	482	113	114	119	222	127	474	492	479	127	352
gene-NWMN_RS10060	NC_009641.1	1970884	1971426	-	543	269	467	395	250	170	170	74	243	294	301	415	150	117	116	166	123	381	507	349	108	315
gene-NWMN_RS10065	NC_009641.1	1971728	1972765	-	1038	77	116	155	109	84	83	30	91	129	158	148	45	49	53	65	53	177	87	173	45	113
gene-NWMN_RS10070	NC_009641.1	1972917	1973894	+	978	446	616	545	271	213	165	109	219	310	350	377	205	140	137	261	198	392	611	359	168	362
gene-NWMN_RS10080	NC_009641.1	1974155	1974991	-	837	295	518	445	201	140	85	40	206	313	262	289	116	65	103	159	107	334	404	440	66	286
gene-NWMN_RS10085	NC_009641.1	1975000	1976517	-	1518	467	545	615	308	166	133	45	335	511	410	443	183	107	138	239	132	530	478	596	108	426
gene-NWMN_RS10090	NC_009641.1	1976532	1976846	-	315	88	57	123	58	29	35	13	55	100	80	68	31	27	23	55	32	106	50	124	26	79
gene-NWMN_RS10095	NC_009641.1	1976824	1977642	-	819	90	74	126	47	53	47	13	56	68	101	55	43	21	39	54	50	96	46	118	25	89
gene-NWMN_RS10100	NC_009641.1	1977903	1978712	-	810	374	610	411	394	346	357	119	288	302	298	423	225	180	179	287	161	416	408	600	188	374
gene-NWMN_RS10105	NC_009641.1	1979053	1979568	-	516	2201	858	702	839	558	408	178	431	449	819	665	815	563	290	950	551	836	700	771	446	707
gene-NWMN_RS10110	NC_009641.1	1979699	1979860	-	162	69	158	120	103	47	38	15	95	95	111	182	56	25	34	52	34	143	101	155	26	142
gene-NWMN_RS15770	NC_009641.1	1980207	1980287	+	81	63	127	72	51	21	26	5	38	71	47	51	19	15	10	28	10	46	88	148	9	53
gene-NWMN_RS10115	NC_009641.1	1980874	1982328	-	1455	32	55	43	41	47	58	36	39	32	74	57	24	60	16	61	19	116	32	48	43	72
gene-NWMN_RS10120	NC_009641.1	1982340	1982642	-	303	6	8	5	6	4	7	5	6	1	22	6	3	12	2	14	1	16	2	5	9	14
gene-NWMN_RS10125	NC_009641.1	1982698	1983093	-	396	10	13	17	15	21	14	13	10	8	19	12	8	10	7	19	5	18	6	10	18	16
gene-NWMN_RS10130	NC_009641.1	1983099	1984271	-	1173	17	21	26	26	44	36	32	16	15	58	30	26	39	13	64	14	79	13	29	40	53
gene-NWMN_RS10135	NC_009641.1	1984284	1986182	-	1899	12	14	16	15	14	26	14	7	12	35	21	9	16	6	25	6	38	9	18	14	21
gene-NWMN_RS10140	NC_009641.1	1986319	1986618	-	300	3	3	11	7	9	11	8	8	7	20	7	9	10	4	6	2	16	7	13	8	13
gene-NWMN_RS10145	NC_009641.1	1986659	1986832	-	174	6	6	2	6	6	8	3	1	6	11	1	3	6	4	7	4	14	0	4	12	9
gene-NWMN_RS10150	NC_009641.1	1986836	1987213	-	378	5	11	6	12	14	11	10	9	4	25	6	6	14	5	18	3	26	2	16	17	15
gene-NWMN_RS10155	NC_009641.1	1987213	1989036	-	1824	20	27	30	47	40	41	35	19	24	73	33	17	48	14	60	16	65	12	36	41	43
gene-NWMN_RS10160	NC_009641.1	1989036	1990946	-	1911	45	40	51	55	64	62	29	38	51	87	67	38	42	22	77	19	99	30	41	51	77
gene-NWMN_RS10165	NC_009641.1	1990961	1992862	-	1902	21	18	34	39	43	48	23	37	29	77	52	23	25	10	55	13	67	18	48	28	41
gene-NWMN_RS10170	NC_009641.1	1992871	1993818	-	948	29	24	26	23	22	29	11	16	21	47	27	12	22	14	27	10	44	11	35	18	35
gene-NWMN_RS10175	NC_009641.1	1993831	1997298	-	3468	173	195	236	186	143	147	84	141	153	291	207	136	133	79	232	88	315	141	190	144	272
gene-NWMN_RS10180	NC_009641.1	1997315	1997659	-	345	8	5	12	13	13	18	7	11	12	26	16	2	14	7	11	6	27	6	18	8	21
gene-NWMN_RS10185	NC_009641.1	1997689	1998054	-	366	20	15	17	17	16	22	8	9	17	39	24	9	11	9	26	4	34	5	29	16	24
gene-NWMN_RS10190	NC_009641.1	1998116	1998697	-	582	28	43	52	56	47	64	33	48	36	95	75	28	41	23	86	23	129	18	57	53	92
gene-NWMN_RS10195	NC_009641.1	1998716	1999099	-	384	9	12	22	26	19	19	13	20	16	42	19	11	18	9	28	8	59	3	37	23	25
gene-NWMN_RS10200	NC_009641.1	1999111	1999458	-	348	14	12	20	28	19	25	9	19	16	48	25	13	25	14	33	11	63	11	32	21	27
gene-NWMN_RS10205	NC_009641.1	1999458	1999760	-	303	15	14	28	27	21	24	9	20	11	42	27	13	24	6	22	9	53	5	22	27	29
gene-NWMN_RS10210	NC_009641.1	1999757	2000089	-	333	9	14	20	21	22	33	9	20	12	34	20	9	19	9	30	10	54	6	22	14	32
gene-NWMN_RS10215	NC_009641.1	2000098	2000385	-	288	8	17	11	18	13	25	14	12	21	38	21	10	9	5	28	11	30	10	24	16	26
