# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR3110979_sorted.bam" "SRR3110978_sorted.bam" "SRR3110971_sorted.bam" "SRR3110976_sorted.bam" "SRR3110977_sorted.bam" "SRR3110975_sorted.bam" "SRR3110972_sorted.bam" "SRR3110970_sorted.bam" "SRR3110973_sorted.bam" "SRR3110974_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR3110979_sorted.bam	SRR3110978_sorted.bam	SRR3110971_sorted.bam	SRR3110976_sorted.bam	SRR3110977_sorted.bam	SRR3110975_sorted.bam	SRR3110972_sorted.bam	SRR3110970_sorted.bam	SRR3110973_sorted.bam	SRR3110974_sorted.bam
gene-Y11_RS12065	NC_017564.1	2589165	2590073	+	909	615	762	651	932	874	707	767	1711	916	963
gene-Y11_RS12070	NC_017564.1	2590076	2591527	+	1452	1052	1123	1180	1166	1399	1233	1316	2309	1640	1704
gene-Y11_RS12075	NC_017564.1	2591590	2592534	-	945	515	556	170	423	611	370	222	660	387	525
gene-Y11_RS12080	NC_017564.1	2592604	2594160	-	1557	728	931	533	927	1074	651	625	1183	792	1034
gene-Y11_RS12095	NC_017564.1	2596450	2597022	+	573	436	652	112	429	534	330	187	361	280	415
gene-Y11_RS12105	NC_017564.1	2598223	2600244	+	2022	772	765	883	788	1020	775	863	1936	881	1055
gene-Y11_RS12120	NC_017564.1	2602094	2603281	-	1188	4692	4803	7445	6404	5635	6424	7681	7978	8470	8806
gene-Y11_RS12125	NC_017564.1	2603703	2606627	+	2925	1819	2520	643	2340	2577	1806	806	1933	1542	1860
gene-Y11_RS12130	NC_017564.1	2606835	2607395	+	561	798	1261	278	1063	1081	767	411	860	759	811
gene-Y11_RS12135	NC_017564.1	2607380	2608873	+	1494	1139	1897	520	1467	1634	1126	663	1630	1135	1212
gene-Y11_RS12140	NC_017564.1	2609116	2609619	+	504	993	1238	1595	1025	1341	1014	1280	3482	1492	1506
gene-Y11_RS12145	NC_017564.1	2609709	2610710	+	1002	1040	1179	1370	1035	1239	1001	1161	2483	1380	1303
gene-Y11_RS12155	NC_017564.1	2611219	2612205	+	987	3437	4366	2071	4241	5094	4338	2972	2224	4188	5480
gene-Y11_RS12160	NC_017564.1	2612511	2613767	+	1257	1426	1686	1134	1654	1882	1685	1459	1527	2139	2216
gene-Y11_RS12165	NC_017564.1	2613817	2614353	-	537	591	749	237	544	708	489	348	600	556	792
gene-Y11_RS12170	NC_017564.1	2614523	2616013	-	1491	2072	2294	1363	2612	2594	2128	1766	1825	2407	2925
gene-Y11_RS12175	NC_017564.1	2616024	2617475	-	1452	848	956	634	1031	1204	845	769	1387	1063	1305
gene-Y11_RS12180	NC_017564.1	2617597	2619006	-	1410	805	893	641	820	890	928	796	1402	1060	1147
gene-Y11_RS12185	NC_017564.1	2619532	2620836	+	1305	436	550	252	487	633	429	318	682	445	606
gene-Y11_RS12190	NC_017564.1	2621075	2621857	+	783	1284	1256	1752	1322	1470	1206	1596	4008	1784	1715
gene-Y11_RS12195	NC_017564.1	2622309	2622803	+	495	1606	1263	2266	1685	1814	1590	2111	2176	1916	1779
gene-Y11_RS12200	NC_017564.1	2622998	2623690	+	693	2233	2051	3567	2569	2532	2931	3634	3009	4008	3217
gene-Y11_RS12205	NC_017564.1	2623687	2624076	+	390	854	1025	1107	1127	1186	1252	1223	1393	1638	1371
gene-Y11_RS12210	NC_017564.1	2624262	2624648	+	387	6650	7036	8220	8716	9110	9281	9309	12613	13043	12673
gene-Y11_RS12215	NC_017564.1	2624773	2625078	+	306	21104	24691	15110	27523	31691	25001	16670	20682	26277	36738
gene-Y11_RS12220	NC_017564.1	2625081	2625476	+	396	40082	45426	19737	47868	55768	38138	21105	21560	32151	50957
gene-Y11_RS12225	NC_017564.1	2625473	2625757	+	285	19584	21321	7853	22402	24346	16008	8558	8744	11953	20278
gene-Y11_RS12230	NC_017564.1	2626182	2626577	+	396	1734	1777	1056	1712	2100	1962	1310	1769	1834	2373
gene-Y11_RS12235	NC_017564.1	2626748	2627734	+	987	1397	1636	1045	1690	2145	1714	1409	1890	1813	2149
gene-Y11_RS12240	NC_017564.1	2627751	2628647	-	897	991	1102	873	1223	1211	1137	1286	1901	1255	1583
gene-Y11_RS12245	NC_017564.1	2628892	2629596	+	705	664	643	379	746	742	641	440	936	582	683
gene-Y11_RS12255	NC_017564.1	2630759	2631754	-	996	1226	1335	1180	1354	1439	1419	1432	2231	1726	1883
gene-Y11_RS12260	NC_017564.1	2631938	2632840	+	903	421	610	373	520	665	524	367	937	549	725
gene-Y11_RS12265	NC_017564.1	2633047	2634216	-	1170	635	628	277	666	795	527	336	764	473	546
gene-Y11_RS12270	NC_017564.1	2634308	2636908	-	2601	1005	1066	608	1100	1396	907	806	1088	1048	1219
gene-Y11_RS12275	NC_017564.1	2637007	2637726	-	720	496	571	238	476	620	421	286	475	508	535
gene-Y11_RS12280	NC_017564.1	2637832	2638374	-	543	447	386	232	467	509	397	274	407	517	523
gene-Y11_RS12290	NC_017564.1	2640513	2640746	+	234	893	1169	1216	1102	1136	1116	1521	1799	1759	1542
gene-Y11_RS12295	NC_017564.1	2640739	2641305	+	567	2894	3592	3957	3651	3611	3848	5390	7427	5524	5128
gene-Y11_RS12300	NC_017564.1	2641312	2642463	+	1152	5731	5947	6843	6326	6687	7081	7533	11628	8324	8466
gene-Y11_RS12305	NC_017564.1	2642817	2643542	-	726	522	539	250	574	747	486	337	493	521	600
gene-Y11_RS12310	NC_017564.1	2643529	2645037	-	1509	896	1254	604	993	1183	782	703	1496	812	910
gene-Y11_RS12315	NC_017564.1	2645121	2645864	-	744	1479	2400	660	1500	1825	1257	805	1269	1147	1489
gene-Y11_RS21195	NC_017564.1	2645922	2646300	-	379	8042	6928	5245	4228	7445	7882	7285	36398	8546	11626
gene-Y11_RS12320	NC_017564.1	2646320	2647219	-	900	3389	3338	3925	3797	4352	3891	3990	4166	4900	5002
gene-Y11_RS12325	NC_017564.1	2647282	2649243	+	1962	5403	5531	8117	6647	7181	7177	8390	8421	9436	10409
gene-Y11_RS12330	NC_017564.1	2649500	2649853	+	354	2199	2130	3102	2496	2846	2514	3121	2822	3502	3745
gene-Y11_RS12335	NC_017564.1	2649909	2650499	+	591	5021	5076	6795	6031	6752	6377	7002	8675	8081	8624
gene-Y11_RS12340	NC_017564.1	2650510	2651085	+	576	4820	5545	7859	6669	7111	7949	8779	12154	10872	11598
gene-Y11_RS12345	NC_017564.1	2651266	2652285	+	1020	1983	2211	1991	2352	2459	2103	2244	3489	2509	2835
gene-Y11_RS12350	NC_017564.1	2652680	2653405	-	726	1066	1166	1148	1393	1429	1451	1466	1844	1799	2100
gene-Y11_RS12355	NC_017564.1	2653402	2654055	-	654	1805	2328	2349	2684	2730	2967	3166	3589	3631	3902
gene-Y11_RS12360	NC_017564.1	2654296	2656632	-	2337	5365	6762	5861	7355	7877	7756	8053	8303	9489	10879
gene-Y11_RS12365	NC_017564.1	2656725	2657627	-	903	512	527	319	759	827	628	464	518	631	891
gene-Y11_RS12370	NC_017564.1	2658324	2662784	+	4461	3074	2957	3278	3500	4269	3724	4067	5018	4089	4926
gene-Y11_RS12375	NC_017564.1	2662794	2664212	+	1419	2075	1905	1731	2368	2546	2441	2300	2717	2743	3235
gene-Y11_RS12380	NC_017564.1	2664666	2665151	+	486	1748	1920	2906	2455	2448	2263	3033	3325	3387	3979
gene-Y11_RS12390	NC_017564.1	2665393	2665908	-	516	13031	13621	16462	17484	19015	20292	18257	16616	23122	26592
gene-Y11_RS12395	NC_017564.1	2665914	2666555	-	642	13727	13384	17150	17275	18282	20801	19076	13297	23390	24691
gene-Y11_RS12400	NC_017564.1	2666950	2667342	-	393	67815	81497	70255	84074	105786	90085	71464	60297	94306	113421
gene-Y11_RS12405	NC_017564.1	2667357	2667785	-	429	140586	169414	156875	201539	214742	185643	158341	149323	212761	244402
gene-Y11_RS12410	NC_017564.1	2668118	2669245	-	1128	627	713	821	785	933	864	920	1388	966	1168
gene-Y11_RS12415	NC_017564.1	2669469	2669873	+	405	3660	5836	5936	6754	6728	6422	8889	15072	10779	14282
gene-Y11_RS12420	NC_017564.1	2670335	2671708	+	1374	8584	9552	8863	12953	13203	13762	11889	9611	15213	18164
gene-Y11_RS12425	NC_017564.1	2671797	2672885	+	1089	2231	1997	2435	2537	2725	2546	2608	2651	3188	3532
gene-Y11_RS12430	NC_017564.1	2672963	2674231	-	1269	10908	11518	11674	14207	14082	13471	13440	11770	15843	17333
gene-Y11_RS12435	NC_017564.1	2674353	2674607	-	255	6374	6815	5732	8169	7954	7650	6478	5605	7997	9142
gene-Y11_RS12440	NC_017564.1	2674782	2675123	-	342	3130	3493	4097	4865	4885	4914	4778	3474	5896	5965
gene-Y11_RS12445	NC_017564.1	2675126	2675752	-	627	3803	4563	5287	5951	5858	6321	6458	4412	7893	8394
gene-Y11_RS12450	NC_017564.1	2675765	2676325	-	561	3874	4329	3171	5078	5058	5222	4835	2823	5518	6900
gene-Y11_RS12455	NC_017564.1	2676330	2677112	-	783	6204	6854	3287	7500	8057	7931	5684	2832	6837	9589
gene-Y11_RS12460	NC_017564.1	2677127	2677930	-	804	8954	9797	5371	12358	11913	11672	8449	4908	11470	15584
gene-Y11_RS12465	NC_017564.1	2678374	2679348	+	975	1740	1696	1761	2122	2419	2107	2070	2168	2457	2759
gene-Y11_RS12470	NC_017564.1	2679379	2680365	+	987	2219	2225	2902	2490	2651	2532	2860	3605	2958	2829
gene-Y11_RS12475	NC_017564.1	2680379	2680942	+	564	2153	2401	2652	2647	2707	2474	2533	2347	2653	2910
gene-Y11_RS12480	NC_017564.1	2680939	2681502	+	564	2178	2421	3207	2526	2872	2414	3223	3131	3321	3733
gene-Y11_RS12485	NC_017564.1	2681486	2682031	+	546	2390	2495	4568	3123	3232	3191	4671	4961	4702	4531
gene-Y11_RS12490	NC_017564.1	2682038	2682763	+	726	3733	3648	6697	4657	4727	5231	7052	7530	7210	6497
gene-Y11_RS12495	NC_017564.1	2682967	2684400	+	1434	7058	6626	11113	8132	8409	9353	11075	10603	13062	11556
gene-Y11_RS12500	NC_017564.1	2684424	2684711	+	288	2208	2404	3597	2907	3132	3430	3896	4301	4667	4946
gene-Y11_RS12505	NC_017564.1	2684882	2685364	+	483	2543	2199	5071	2549	2781	2941	4605	5649	4604	3926
gene-Y11_RS12510	NC_017564.1	2685443	2686294	+	852	4902	4522	7498	5150	5993	5892	7331	9229	8321	7217
gene-Y11_RS12515	NC_017564.1	2686295	2686567	+	273	2560	2779	3396	3014	3475	3250	3651	5813	4629	4536
gene-Y11_RS12520	NC_017564.1	2687689	2688624	+	936	687	797	653	675	1008	715	697	1283	825	975
gene-Y11_RS12525	NC_017564.1	2688636	2689100	+	465	526	642	531	571	858	582	626	1132	717	860
gene-Y11_RS12530	NC_017564.1	2689594	2689980	+	387	7109	6199	10920	8481	8180	8699	9557	8923	12469	9670
gene-Y11_RS12535	NC_017564.1	2690248	2691684	+	1437	376	503	130	400	515	316	184	473	330	386
gene-Y11_RS12540	NC_017564.1	2691678	2692607	+	930	304	326	148	365	345	285	160	390	271	390
gene-Y11_RS12545	NC_017564.1	2692604	2693425	+	822	263	289	118	309	451	249	171	321	281	357
gene-Y11_RS12550	NC_017564.1	2693449	2694183	+	735	252	306	157	321	372	283	224	399	313	370
gene-Y11_RS12555	NC_017564.1	2694525	2696186	-	1662	16269	20046	54701	29477	28821	37397	62877	68968	61180	53114
gene-Y11_RS12560	NC_017564.1	2696252	2697667	-	1416	24339	28643	64950	37672	38271	46534	70460	106056	68018	68179
gene-Y11_RS12565	NC_017564.1	2697884	2698831	-	948	579	670	397	647	827	585	505	587	613	875
gene-Y11_RS12570	NC_017564.1	2699603	2702323	+	2721	7437	7297	5858	8775	9782	7924	6900	7818	9613	10731
gene-Y11_RS12575	NC_017564.1	2702403	2702681	+	279	2366	2476	1647	2566	3113	1848	1842	2178	2498	2817
gene-Y11_RS12580	NC_017564.1	2702681	2702986	+	306	2009	1987	983	1852	2250	1343	1132	1473	1690	1981
gene-Y11_RS12585	NC_017564.1	2703058	2704986	-	1929	1971	2130	1853	2051	2214	1878	1867	3299	2231	2439
gene-Y11_RS12590	NC_017564.1	2705059	2706300	-	1242	1168	1193	1525	1349	1472	1291	1550	2110	1808	1687
gene-Y11_RS12600	NC_017564.1	2707174	2708286	-	1113	1480	1622	1951	1837	2155	2045	2218	2841	2584	2605
gene-Y11_RS12605	NC_017564.1	2708270	2709439	-	1170	825	1043	919	990	1071	919	1156	1791	1240	1296
gene-Y11_RS12610	NC_017564.1	2709523	2710173	-	651	599	741	452	660	778	577	552	775	606	735
gene-Y11_RS12615	NC_017564.1	2710195	2710971	-	777	394	563	309	485	556	390	350	402	475	518
gene-Y11_RS12620	NC_017564.1	2710984	2711280	-	297	257	403	204	316	393	262	256	470	347	296
gene-Y11_RS12625	NC_017564.1	2711280	2711645	-	366	385	529	413	461	544	430	430	878	481	531
gene-Y11_RS12630	NC_017564.1	2711669	2712013	-	345	227	333	193	224	271	306	220	344	247	292
gene-Y11_RS12635	NC_017564.1	2712545	2712955	+	411	2185	2439	3184	3040	3192	2610	3424	4921	4145	4727
gene-Y11_RS12640	NC_017564.1	2713003	2713389	-	387	744	900	813	968	992	822	1019	2465	1198	1279
gene-Y11_RS12645	NC_017564.1	2713698	2714717	+	1020	1944	2036	1994	2258	2472	2327	2333	3440	2685	2782
gene-Y11_RS12650	NC_017564.1	2715109	2716449	-	1341	2692	2422	4936	3166	3058	3151	4648	8038	4269	4006
gene-Y11_RS12655	NC_017564.1	2716618	2717163	+	546	1438	1655	1627	1843	2189	1861	1820	2814	2316	2509
gene-Y11_RS12660	NC_017564.1	2717195	2717461	-	267	1400	1803	1077	2264	1933	1812	1513	1619	2298	2640
gene-Y11_RS12665	NC_017564.1	2717466	2717939	-	474	2011	2336	1675	3002	2803	2501	2022	2133	2893	3467
gene-Y11_RS12670	NC_017564.1	2718037	2719530	-	1494	2416	2329	2918	2549	2955	2778	2954	5666	3535	3442
gene-Y11_RS12675	NC_017564.1	2719652	2721607	-	1956	595	785	340	659	857	569	419	815	588	757
gene-Y11_RS12680	NC_017564.1	2721609	2722544	-	936	548	656	192	540	700	539	236	397	517	701
gene-Y11_RS12685	NC_017564.1	2722552	2722755	-	204	411	644	165	613	631	447	221	286	371	515
gene-Y11_RS12690	NC_017564.1	2723081	2723992	+	912	1256	1582	794	1416	1622	1372	1161	2168	1507	1903
gene-Y11_RS12700	NC_017564.1	2725188	2726960	+	1773	861	1375	451	1015	1148	795	544	1110	756	1171
gene-Y11_RS23770	NC_017564.1	2726966	2727583	+	618	410	619	202	622	600	467	236	495	452	525
gene-Y11_RS12710	NC_017564.1	2727624	2731151	+	3528	1346	1902	763	1875	2234	1599	1006	1961	1483	2146
gene-Y11_RS12725	NC_017564.1	2735787	2736098	+	312	223	279	156	251	302	227	200	387	271	240
gene-Y11_RS12730	NC_017564.1	2736107	2736508	+	402	360	392	243	447	381	331	273	547	367	486
gene-Y11_RS12735	NC_017564.1	2736505	2736864	+	360	257	286	200	357	270	257	220	428	279	432
gene-Y11_RS23775	NC_017564.1	2736821	2737033	+	213	153	158	107	218	212	164	124	257	211	254
gene-Y11_RS12740	NC_017564.1	2737050	2739722	+	2673	1246	1732	612	1703	2218	1466	925	1393	1596	2185
gene-Y11_RS12745	NC_017564.1	2739968	2740246	+	279	262	378	224	353	425	317	299	555	414	504
gene-Y11_RS12750	NC_017564.1	2740243	2741529	+	1287	1017	1346	1190	1307	1607	1362	1464	2545	1572	1967
gene-Y11_RS12755	NC_017564.1	2741583	2743028	-	1446	5370	5082	8429	6841	7620	8097	9034	11441	10357	10896
gene-Y11_RS12760	NC_017564.1	2743040	2743900	-	861	2934	3120	5017	3913	4565	4737	5535	5164	6365	6217
gene-Y11_RS12765	NC_017564.1	2743897	2747772	-	3876	3512	3819	6178	4573	4695	4683	7010	6828	6783	7210
gene-Y11_RS12770	NC_017564.1	2747974	2749443	-	1470	4230	3872	10548	4951	4995	5529	9832	14082	9112	7238
gene-Y11_RS12775	NC_017564.1	2749433	2750026	-	594	2201	2114	6046	2511	2498	2830	4999	7843	3998	3875
gene-Y11_RS12780	NC_017564.1	2750040	2750528	-	489	1413	1318	3838	1414	1510	5163	2950	3770	2553	2203
gene-Y11_RS12785	NC_017564.1	2750525	2751511	-	987	1464	1400	3139	1464	1741	1625	2825	2180	2552	2414
gene-Y11_RS12790	NC_017564.1	2751611	2752654	-	1044	9212	9133	18255	10242	12144	11967	17314	18747	18554	16737
gene-Y11_RS12795	NC_017564.1	2752989	2754908	-	1920	5211	5925	5536	6589	6277	5764	5839	6346	7204	7485
gene-Y11_RS12800	NC_017564.1	2755198	2756175	+	978	1221	1249	1484	1347	1884	1597	1615	2651	1786	1893
gene-Y11_RS12805	NC_017564.1	2756329	2757363	+	1035	5077	4191	5647	5220	6255	6119	6645	10089	7870	7262
gene-Y11_RS12810	NC_017564.1	2757363	2757962	+	600	1787	1416	2681	1975	2045	2198	2688	3890	3150	2836
gene-Y11_RS12815	NC_017564.1	2758171	2758623	+	453	24402	23095	55608	29165	27093	35652	50074	55094	55260	46644
gene-Y11_RS12820	NC_017564.1	2758656	2759120	+	465	15053	14249	40326	20927	20699	24714	37999	37778	38817	32523
gene-Y11_RS12825	NC_017564.1	2759132	2760481	+	1350	22076	23716	57929	34196	34791	39797	54751	50006	62030	56870
gene-Y11_RS12830	NC_017564.1	2760620	2760862	+	243	759	907	1766	1230	1282	1372	1803	1584	2113	1858
gene-Y11_RS12835	NC_017564.1	2760852	2762306	+	1455	3430	3423	5739	4458	4887	5509	6494	4735	6813	6175
gene-Y11_RS12840	NC_017564.1	2762398	2763279	+	882	2743	2794	4081	3517	3625	4039	4685	4618	4877	5298
gene-Y11_RS12845	NC_017564.1	2763722	2764687	+	966	59419	63237	74867	73349	76310	64020	65937	39654	83818	87270
gene-Y11_RS12850	NC_017564.1	2764708	2765004	+	297	11525	12565	16572	16046	16071	14015	16209	12806	19904	22901
gene-Y11_RS12855	NC_017564.1	2765076	2766635	-	1560	1281	1216	1362	1396	1493	1498	1408	1753	1697	1877
gene-Y11_RS12860	NC_017564.1	2766878	2767348	+	471	524	532	327	461	561	452	475	925	506	681
gene-Y11_RS12865	NC_017564.1	2767730	2767942	+	213	8060	6810	2131	6120	7350	4537	2455	2586	3872	5289
gene-Y11_RS12870	NC_017564.1	2768214	2768426	+	213	6164	5502	1503	3959	5385	3209	1856	1549	2568	3301
gene-Y11_RS12875	NC_017564.1	2768987	2770372	+	1386	1101	1428	440	1142	1650	1043	648	1113	937	1246
gene-Y11_RS12880	NC_017564.1	2770731	2771651	+	921	1758	1693	1338	1977	2489	1687	1351	1584	1732	2134
gene-Y11_RS12885	NC_017564.1	2771849	2772868	+	1020	1751	1837	1796	2097	2205	1912	2056	3043	2465	2551
gene-Y11_RS12890	NC_017564.1	2773271	2774809	-	1539	853	1010	598	969	1074	868	677	1403	802	1073
gene-Y11_RS12895	NC_017564.1	2775231	2776256	+	1026	364	433	117	331	521	321	162	452	244	370
gene-Y11_RS12900	NC_017564.1	2776319	2777497	+	1179	253	269	102	256	328	252	142	377	158	323
gene-Y11_RS12905	NC_017564.1	2777507	2778616	+	1110	233	301	155	285	301	212	163	282	206	260
gene-Y11_RS12910	NC_017564.1	2778625	2779386	+	762	566	573	392	639	595	573	413	837	569	731
gene-Y11_RS12915	NC_017564.1	2779608	2780297	-	690	373	430	197	454	444	396	230	476	345	335
gene-Y11_RS12920	NC_017564.1	2780290	2780715	-	426	313	428	241	464	412	331	282	589	367	487
gene-Y11_RS12925	NC_017564.1	2780844	2781770	+	927	614	564	587	709	774	587	736	1210	789	829
gene-Y11_RS12930	NC_017564.1	2781777	2783426	-	1650	4386	4096	5887	5399	5623	5824	6449	7288	7217	7218
gene-Y11_RS12935	NC_017564.1	2783641	2785008	-	1368	331	519	274	409	636	397	325	703	506	528
gene-Y11_RS12940	NC_017564.1	2785369	2786040	-	672	329	437	282	475	545	454	310	536	420	581
gene-Y11_RS12945	NC_017564.1	2786335	2786634	+	300	990	1004	2196	1079	1165	1272	1834	5167	1770	1613
gene-Y11_RS12950	NC_017564.1	2786636	2787964	+	1329	2712	2519	4371	2487	3018	2589	4048	9801	4071	3545
gene-Y11_RS12955	NC_017564.1	2788053	2788601	-	549	6159	7024	7868	8289	8290	7222	8973	14987	11408	13267
gene-Y11_RS12960	NC_017564.1	2789130	2791961	+	2832	6873	5952	7721	6964	8040	7452	8553	11104	9343	10021
gene-Y11_RS12965	NC_017564.1	2792020	2792373	-	354	466	449	437	508	629	435	449	1057	575	601
gene-Y11_RS12970	NC_017564.1	2792691	2793884	-	1194	4038	4797	8306	5822	6223	6887	9155	10775	9876	9850
gene-Y11_RS12975	NC_017564.1	2793942	2795021	-	1080	2999	2791	5404	3741	3834	3974	5832	7228	6070	5469
gene-Y11_RS12980	NC_017564.1	2795051	2796457	-	1407	4952	4422	8026	5725	5773	5735	8482	11366	8727	7802
gene-Y11_RS12985	NC_017564.1	2796630	2797613	+	984	947	1025	875	1232	1375	1187	1168	2029	1349	1615
gene-Y11_RS12990	NC_017564.1	2797812	2798138	+	327	642	473	166	734	896	622	192	378	466	716
gene-Y11_RS12995	NC_017564.1	2798479	2798697	-	219	19375	22157	1025	21218	19861	9640	1898	1171	5802	12581
gene-Y11_RS13000	NC_017564.1	2798904	2799950	-	1047	3753	4147	7847	5277	5405	6623	7749	7607	8870	8642
gene-Y11_RS13005	NC_017564.1	2800126	2802201	-	2076	1683	2078	1538	1910	2136	1603	1358	2736	1709	2075
gene-Y11_RS13010	NC_017564.1	2802525	2803034	+	510	1869	2266	806	2335	2511	1779	1042	1527	1907	2476
gene-Y11_RS13015	NC_017564.1	2803319	2803528	-	210	705	932	662	871	977	926	753	1393	1005	1284
gene-Y11_RS13020	NC_017564.1	2803837	2804445	-	609	4545	5320	5183	6118	6150	6138	6424	9655	7863	8793
gene-Y11_RS13025	NC_017564.1	2804573	2804941	-	369	1068	1295	849	1407	1537	1255	1051	1272	1593	1922
gene-Y11_RS13030	NC_017564.1	2805067	2807535	+	2469	8790	8938	17919	12169	12993	13927	18811	20416	18587	19040
gene-Y11_RS13035	NC_017564.1	2807593	2808459	-	867	2368	2933	1442	3413	3418	3084	2311	1968	3217	4227
gene-Y11_RS13040	NC_017564.1	2808484	2808990	-	507	1621	2034	901	2531	2306	1923	1589	1402	2445	3111
gene-Y11_RS13045	NC_017564.1	2809124	2811874	-	2751	1440	1859	871	1514	1789	1379	1121	2255	1538	2041
gene-Y11_RS13050	NC_017564.1	2812184	2813101	-	918	532	521	681	729	922	692	806	1153	779	913
gene-Y11_RS13055	NC_017564.1	2813232	2814530	-	1299	1185	1294	1659	1518	1638	1554	1848	2934	2224	2329
gene-Y11_RS13060	NC_017564.1	2814602	2815717	-	1116	1200	1456	1921	1658	1797	2064	2214	3072	2731	2694
gene-Y11_RS13065	NC_017564.1	2816362	2817573	+	1212	1232	1455	2466	1717	1958	2142	3011	5858	3224	3297
gene-Y11_RS13070	NC_017564.1	2817929	2819506	+	1578	1021	1292	1667	1334	1597	1677	1890	2644	1903	2184
gene-Y11_RS13075	NC_017564.1	2819520	2820410	+	891	425	538	608	606	697	648	651	989	839	854
gene-Y11_RS13080	NC_017564.1	2820916	2821323	-	408	1129	1210	1474	1227	1494	1390	1443	2052	1819	1928
gene-Y11_RS13085	NC_017564.1	2821426	2823072	-	1647	7813	7761	11559	10147	11372	11862	13309	15984	15598	16340
gene-Y11_RS13090	NC_017564.1	2823385	2824800	+	1416	1691	1715	2768	2080	2265	2330	2905	5349	3285	2827
gene-Y11_RS13095	NC_017564.1	2824925	2825848	+	924	419	632	314	483	567	433	382	802	484	521
gene-Y11_RS13100	NC_017564.1	2826164	2827831	+	1668	1628	2123	529	1765	2093	1740	1163	1168	1789	1939
gene-Y11_RS13105	NC_017564.1	2827903	2832762	+	4860	3764	5521	2100	4671	5234	4295	3132	4902	4586	5599
gene-Y11_RS13110	NC_017564.1	2832849	2836544	-	3696	5166	5751	7530	6849	7710	7700	9819	12925	10464	11463
gene-Y11_RS13115	NC_017564.1	2836749	2837588	+	840	1024	1069	1706	1263	1412	1347	1913	3504	2192	2176
gene-Y11_RS13120	NC_017564.1	2837882	2839609	-	1728	899	1247	707	1091	1149	955	876	1429	1100	1334
gene-Y11_RS13125	NC_017564.1	2839686	2840993	-	1308	850	827	610	839	907	884	826	1168	1001	1195
gene-Y11_RS13130	NC_017564.1	2841166	2842764	-	1599	1070	1317	800	1178	1560	1192	989	1629	1343	1520
gene-Y11_RS13135	NC_017564.1	2843170	2844099	-	930	1071	1235	571	1286	1432	1009	748	1211	998	1365
gene-Y11_RS13145	NC_017564.1	2845005	2845120	-	116	64	71	16	67	84	60	16	70	39	53
gene-Y11_RS13150	NC_017564.1	2845311	2848317	-	3007	29204	97336	14382	63532	48379	32663	28146	17101	49837	80645
gene-Y11_RS13155	NC_017564.1	2848664	2848739	-	76	2923	3182	2057	3219	4116	3301	3332	1240	4102	5576
gene-Y11_RS13160	NC_017564.1	2848850	2848926	-	77	2367	2550	1398	2393	3246	2676	2409	1168	3107	4469
gene-Y11_RS13165	NC_017564.1	2849029	2850571	-	1543	5298	14046	3525	11583	10333	6098	5346	3657	9987	17537
gene-Y11_RS13170	NC_017564.1	2851021	2851884	-	864	2040	2066	3378	2668	2762	2753	3931	4786	3741	3606
gene-Y11_RS13175	NC_017564.1	2851829	2853727	-	1899	7516	7978	10877	11123	10701	11354	13132	14898	15495	16692
gene-Y11_RS13180	NC_017564.1	2854153	2855256	+	1104	4150	4308	3489	4825	5139	4755	4349	4890	5233	6168
gene-Y11_RS13185	NC_017564.1	2855522	2855965	-	444	3096	3318	2237	3633	4316	3421	2741	3945	3692	4335
gene-Y11_RS13190	NC_017564.1	2855985	2856617	-	633	4198	4826	2601	5455	6261	4744	3766	5505	5716	7194
gene-Y11_RS13195	NC_017564.1	2856835	2858235	+	1401	7248	7473	9026	8608	10136	9347	9773	13565	11799	12109
gene-Y11_RS13200	NC_017564.1	2858218	2859150	-	933	4531	5173	6646	5965	6283	6475	7130	10276	8651	9377
gene-Y11_RS13205	NC_017564.1	2859298	2860029	+	732	2211	1975	3061	2388	2352	2106	3371	2406	3309	2725
gene-Y11_RS13210	NC_017564.1	2860322	2861770	+	1449	1950	1941	2695	2345	2553	2406	3481	3228	3702	3285
gene-Y11_RS13215	NC_017564.1	2862052	2862744	-	693	727	1207	439	929	1147	775	672	1300	838	1095
gene-Y11_RS13220	NC_017564.1	2862930	2864261	-	1332	986	1544	593	1261	1370	961	751	1727	1247	1299
gene-Y11_RS13225	NC_017564.1	2864295	2866100	-	1806	1578	1593	708	1412	1734	1376	917	1345	1469	1814
gene-Y11_RS13230	NC_017564.1	2866265	2866957	-	693	728	746	265	643	854	549	362	544	621	711
gene-Y11_RS13235	NC_017564.1	2866974	2867630	-	657	511	953	258	718	782	509	309	623	560	581
gene-Y11_RS13240	NC_017564.1	2867800	2868414	-	615	652	790	222	726	779	497	308	668	507	566
