# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR7542856_sorted.bam" "SRR7542872_sorted.bam" "SRR7542865_sorted.bam" "SRR7542867_sorted.bam" "SRR7542866_sorted.bam" "SRR7542855_sorted.bam" "SRR7542868_sorted.bam" "SRR7542860_sorted.bam" "SRR7542858_sorted.bam" "SRR7542863_sorted.bam" "SRR7542861_sorted.bam" "SRR7542857_sorted.bam" "SRR7542869_sorted.bam" "SRR7542870_sorted.bam" "SRR7542864_sorted.bam" "SRR7542859_sorted.bam" "SRR7542862_sorted.bam" "SRR7542871_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR7542856_sorted.bam	SRR7542872_sorted.bam	SRR7542865_sorted.bam	SRR7542867_sorted.bam	SRR7542866_sorted.bam	SRR7542855_sorted.bam	SRR7542868_sorted.bam	SRR7542860_sorted.bam	SRR7542858_sorted.bam	SRR7542863_sorted.bam	SRR7542861_sorted.bam	SRR7542857_sorted.bam	SRR7542869_sorted.bam	SRR7542870_sorted.bam	SRR7542864_sorted.bam	SRR7542859_sorted.bam	SRR7542862_sorted.bam	SRR7542871_sorted.bam
gene-AUO97_RS09390	NZ_CP018664.1	1972140	1973390	+	1251	132	32	74	29	59	151	36	120	137	118	64	121	42	16	85	123	106	19
gene-AUO97_RS09395	NZ_CP018664.1	1973425	1974771	-	1347	889	99	419	130	198	1237	135	888	1338	1029	768	744	128	79	619	1242	1135	36
gene-AUO97_RS09400	NZ_CP018664.1	1974805	1975266	-	462	365	32	202	109	125	442	105	296	523	414	294	243	46	27	268	473	589	26
gene-AUO97_RS09405	NZ_CP018664.1	1975384	1976538	+	1155	433	22	118	34	57	453	26	415	408	351	178	475	40	21	204	359	249	13
gene-AUO97_RS09410	NZ_CP018664.1	1976590	1977345	-	756	69	8	23	6	10	79	6	70	70	47	21	58	11	4	27	58	55	2
gene-AUO97_RS09415	NZ_CP018664.1	1977458	1978354	+	897	46	2	14	8	9	47	8	62	38	34	27	44	3	2	16	37	42	3
gene-AUO97_RS09420	NZ_CP018664.1	1978417	1978492	-	76	287	13	79	34	28	196	55	323	362	203	98	219	19	14	110	368	305	12
gene-AUO97_RS09425	NZ_CP018664.1	1978515	1978590	-	76	413	21	102	42	56	267	85	454	535	288	158	377	28	19	150	517	441	17
gene-AUO97_RS09430	NZ_CP018664.1	1978823	1980664	-	1842	687	117	408	101	181	818	122	1222	1190	938	562	809	139	57	455	1035	813	48
gene-AUO97_RS09435	NZ_CP018664.1	1980857	1984189	-	3333	8043	1269	2293	742	2069	10613	907	10023	10346	7596	5110	8165	1571	606	2971	10897	7562	399
gene-AUO97_RS09445	NZ_CP018664.1	1984912	1985844	+	933	486	31	133	36	57	566	38	559	526	369	182	492	27	14	166	556	310	16
gene-AUO97_RS09450	NZ_CP018664.1	1985841	1986515	+	675	321	29	86	25	51	330	39	356	345	228	136	326	22	29	101	335	194	7
gene-AUO97_RS09455	NZ_CP018664.1	1986589	1987284	+	696	114	10	27	11	9	149	13	140	140	66	62	117	11	6	25	161	109	7
gene-AUO97_RS09460	NZ_CP018664.1	1987334	1987939	+	606	313	81	187	52	154	378	64	463	514	509	290	382	87	19	231	500	426	33
gene-AUO97_RS09465	NZ_CP018664.1	1987999	1988676	-	678	179	24	79	35	53	241	48	228	275	320	180	189	31	20	112	258	264	17
gene-AUO97_RS09470	NZ_CP018664.1	1988940	1989839	-	900	337	18	78	31	54	388	38	507	452	597	294	451	19	11	126	495	463	11
gene-AUO97_RS09475	NZ_CP018664.1	1990576	1991628	+	1053	534	45	185	72	81	683	100	640	818	652	461	458	62	30	198	760	681	29
gene-AUO97_RS09480	NZ_CP018664.1	1991695	1993851	-	2157	1244	438	790	358	666	1581	431	1745	1872	1965	1053	1130	524	220	973	1862	1570	176
gene-AUO97_RS09485	NZ_CP018664.1	1994367	1996661	-	2295	1707	264	992	301	580	2028	353	1845	2253	2365	1291	1667	313	187	1241	2084	1959	131
gene-AUO97_RS09490	NZ_CP018664.1	1996747	1997232	-	486	826	198	585	232	309	951	337	918	1059	1057	556	779	177	118	621	906	892	80
gene-AUO97_RS09495	NZ_CP018664.1	1997415	1998065	+	651	196	18	75	26	50	205	47	287	215	265	120	157	46	16	100	258	187	13
gene-AUO97_RS09500	NZ_CP018664.1	1998070	1998930	-	861	198	19	72	19	26	254	27	241	238	240	128	236	8	11	81	268	168	5
gene-AUO97_RS09505	NZ_CP018664.1	1999048	1999302	-	255	56	16	28	18	25	77	37	91	92	62	40	61	9	14	34	83	65	8
gene-AUO97_RS09510	NZ_CP018664.1	1999540	2000958	+	1419	435	69	184	69	147	612	82	858	805	409	293	467	84	50	218	726	415	27
gene-AUO97_RS09515	NZ_CP018664.1	2000977	2001624	+	648	252	33	122	28	89	353	35	446	462	266	166	274	43	14	109	404	238	20
gene-AUO97_RS09520	NZ_CP018664.1	2001737	2002327	+	591	1009	102	412	144	230	1109	183	1360	1322	1334	601	1020	129	72	465	1337	1091	60
gene-AUO97_RS09525	NZ_CP018664.1	2002359	2003438	+	1080	1174	194	426	160	309	1361	181	1658	1679	1718	893	1237	207	101	536	1626	1335	96
gene-AUO97_RS09530	NZ_CP018664.1	2003492	2003899	-	408	40	0	8	6	3	46	9	53	71	57	31	36	1	1	13	63	44	2
gene-AUO97_RS09535	NZ_CP018664.1	2004068	2004436	+	369	371	24	94	45	50	416	38	587	638	375	283	380	41	12	139	724	413	21
gene-AUO97_RS09540	NZ_CP018664.1	2004488	2004709	-	222	1291	41	191	54	129	1395	73	1284	1265	888	619	1524	56	24	288	1661	1050	35
gene-AUO97_RS09545	NZ_CP018664.1	2004974	2005984	+	1011	1241	273	669	274	435	1359	373	1575	1760	1834	949	1129	330	210	854	1526	1451	155
gene-AUO97_RS09550	NZ_CP018664.1	2006004	2006801	-	798	519	62	201	67	99	547	82	607	643	583	317	457	80	61	285	665	525	44
gene-AUO97_RS09555	NZ_CP018664.1	2006816	2007787	-	972	726	54	273	90	131	812	95	925	927	874	495	644	60	56	362	928	764	40
gene-AUO97_RS09560	NZ_CP018664.1	2007846	2009105	-	1260	67	8	27	10	11	90	17	100	83	77	36	86	13	9	25	106	65	5
gene-AUO97_RS09565	NZ_CP018664.1	2009165	2010529	-	1365	91	15	42	23	21	101	30	119	117	108	55	97	13	14	46	99	96	13
gene-AUO97_RS09570	NZ_CP018664.1	2010678	2011796	-	1119	2042	217	545	235	378	2443	233	3184	2762	3129	1345	2105	270	152	751	2930	2127	128
gene-AUO97_RS09575	NZ_CP018664.1	2011986	2013107	+	1122	322	77	117	39	61	330	52	347	396	439	260	251	36	37	148	424	394	25
gene-AUO97_RS09580	NZ_CP018664.1	2013797	2015083	+	1287	3392	274	505	249	455	3419	273	5611	3885	4594	2835	3967	318	132	693	4986	3572	124
gene-AUO97_RS09585	NZ_CP018664.1	2015146	2016246	-	1101	321	20	118	37	68	366	52	448	457	376	210	275	32	28	176	440	291	16
gene-AUO97_RS09590	NZ_CP018664.1	2016512	2017447	-	936	335	24	83	15	33	427	29	401	408	306	192	311	23	8	92	377	281	10
gene-AUO97_RS09595	NZ_CP018664.1	2017567	2018199	-	633	165	17	57	12	20	173	17	250	253	259	124	146	11	6	83	230	190	6
gene-AUO97_RS09600	NZ_CP018664.1	2018345	2020255	-	1911	772	54	149	64	95	730	69	1114	813	767	440	959	59	38	218	1057	700	25
gene-AUO97_RS09605	NZ_CP018664.1	2020288	2020533	+	246	223	10	61	22	35	193	26	265	224	184	108	219	16	5	68	241	216	11
gene-AUO97_RS09610	NZ_CP018664.1	2020581	2021591	-	1011	191	43	100	31	70	183	51	198	199	217	111	172	50	23	129	212	190	22
gene-AUO97_RS09615	NZ_CP018664.1	2021691	2022068	+	378	112	11	31	11	14	84	22	84	113	162	49	74	12	6	49	129	112	10
gene-AUO97_RS09620	NZ_CP018664.1	2022216	2022665	+	450	1587	169	643	236	264	1836	244	1763	1912	1746	1020	1625	176	120	853	1848	1595	120
gene-AUO97_RS09625	NZ_CP018664.1	2022701	2025337	+	2637	6345	1025	2797	929	1921	7290	1077	6841	7228	6251	3483	6482	1343	664	3817	7335	5328	508
gene-AUO97_RS09630	NZ_CP018664.1	2025425	2026183	+	759	95	10	21	5	11	92	6	105	92	55	52	100	9	6	31	111	82	4
gene-AUO97_RS09635	NZ_CP018664.1	2026321	2026893	+	573	248	80	258	178	158	278	177	175	336	314	194	180	90	90	338	335	341	59
gene-AUO97_RS09640	NZ_CP018664.1	2027010	2028989	+	1980	553	45	175	66	101	618	68	551	610	487	283	542	56	47	239	649	440	28
gene-AUO97_RS09645	NZ_CP018664.1	2029063	2029302	+	240	185	10	53	22	21	215	24	245	269	196	91	263	19	7	64	248	137	7
gene-AUO97_RS09655	NZ_CP018664.1	2029594	2030097	+	504	1045	164	475	207	297	1260	236	1298	1380	1356	723	1026	214	134	585	1286	1034	98
gene-AUO97_RS09660	NZ_CP018664.1	2030210	2030488	+	279	1210	581	1351	782	1017	1423	995	939	1284	2005	932	1251	767	387	1692	1144	1269	304
gene-AUO97_RS09665	NZ_CP018664.1	2030525	2032234	-	1710	878	178	519	172	289	903	238	1020	1022	1163	589	818	222	108	616	973	844	94
gene-AUO97_RS09670	NZ_CP018664.1	2032382	2032537	-	156	9152	959	2199	936	1655	9949	1096	15043	12416	10549	5877	10143	1411	620	2834	14600	7994	454
gene-AUO97_RS09675	NZ_CP018664.1	2032550	2032786	-	237	13327	1281	3030	1252	2312	14310	1518	20272	16943	15095	8341	15466	1763	808	3952	19999	11503	598
gene-AUO97_RS09680	NZ_CP018664.1	2032954	2034402	-	1449	2711	200	705	220	403	3337	243	2292	3053	3023	1617	2593	256	158	1109	2680	2653	107
gene-AUO97_RS09685	NZ_CP018664.1	2034515	2035207	+	693	315	35	105	19	57	393	32	433	404	418	188	383	25	24	129	410	293	8
gene-AUO97_RS09690	NZ_CP018664.1	2035282	2036145	+	864	842	69	151	44	85	810	67	1145	878	764	431	941	55	31	220	1062	589	34
gene-AUO97_RS09695	NZ_CP018664.1	2036537	2037292	+	756	559	25	102	57	55	567	46	1085	829	745	348	776	39	19	154	914	549	10
gene-AUO97_RS09700	NZ_CP018664.1	2037337	2037957	+	621	1265	207	369	168	359	1107	209	2763	2057	2727	1168	1986	242	101	495	2199	1743	93
gene-AUO97_RS09705	NZ_CP018664.1	2037957	2038361	+	405	604	135	192	105	181	558	164	1111	894	1185	524	853	131	67	294	1030	748	44
gene-AUO97_RS09710	NZ_CP018664.1	2038422	2038943	-	522	3187	305	1239	459	827	3929	548	4044	4235	3266	1879	3218	482	271	1614	4120	2888	178
gene-AUO97_RS09715	NZ_CP018664.1	2039044	2040099	-	1056	1937	109	367	109	235	2317	134	2178	2206	1509	914	2035	125	67	563	2367	1353	40
gene-AUO97_RS09720	NZ_CP018664.1	2040114	2040623	-	510	1551	71	284	63	138	1584	85	1966	1904	1579	818	1574	75	58	390	2046	1279	29
gene-AUO97_RS09725	NZ_CP018664.1	2040668	2041510	-	843	2552	124	472	134	231	2755	164	3066	2830	2463	1396	2457	164	102	681	3162	2098	58
gene-AUO97_RS09730	NZ_CP018664.1	2041633	2041995	-	363	71	3	9	3	2	68	3	81	75	79	29	52	7	3	10	81	57	2
gene-AUO97_RS09735	NZ_CP018664.1	2042006	2042365	-	360	144	4	20	14	12	179	8	197	162	162	68	130	16	2	37	178	123	4
gene-AUO97_RS09740	NZ_CP018664.1	2042439	2043257	-	819	683	41	218	78	110	821	105	895	1026	960	591	623	64	49	306	968	898	54
gene-AUO97_RS09745	NZ_CP018664.1	2043351	2044130	+	780	161	19	63	9	27	125	27	164	170	198	112	128	22	11	53	179	138	13
gene-AUO97_RS09750	NZ_CP018664.1	2044174	2046507	-	2334	70	13	37	19	16	101	31	85	65	68	47	65	10	5	47	80	66	12
gene-AUO97_RS09755	NZ_CP018664.1	2046715	2048895	-	2181	107	20	65	26	35	110	50	142	156	142	81	149	37	24	76	123	131	17
gene-AUO97_RS09760	NZ_CP018664.1	2049069	2049839	-	771	27	1	8	6	2	24	7	19	24	16	13	18	4	1	9	23	29	5
gene-AUO97_RS09765	NZ_CP018664.1	2049836	2050273	-	438	25	1	14	6	11	31	11	19	12	17	10	18	3	0	8	15	20	4
gene-AUO97_RS09770	NZ_CP018664.1	2050285	2050503	-	219	16	1	4	1	8	19	5	13	7	11	3	12	0	0	2	9	12	1
gene-AUO97_RS09775	NZ_CP018664.1	2050756	2051631	+	876	132	3	33	10	13	135	13	188	153	114	69	141	9	7	48	132	130	6
gene-AUO97_RS09780	NZ_CP018664.1	2051824	2052447	-	624	125	1	20	9	5	125	8	168	179	129	83	180	7	7	17	174	146	2
gene-AUO97_RS09785	NZ_CP018664.1	2052616	2053203	-	588	3043	198	1105	345	686	3988	403	3745	4140	3592	2133	3034	347	176	1516	4061	2935	133
gene-AUO97_RS09790	NZ_CP018664.1	2053200	2053793	-	594	2237	189	801	274	470	2810	340	2880	3153	2537	1490	2257	237	162	1036	2997	2029	119
gene-AUO97_RS09795	NZ_CP018664.1	2053793	2054953	-	1161	1136	76	361	76	226	1356	106	1278	1285	989	544	1156	100	50	494	1372	832	40
gene-AUO97_RS09800	NZ_CP018664.1	2055036	2056733	-	1698	3303	561	1667	567	1016	4008	637	2974	3528	3883	1826	2956	662	334	2202	3217	2614	251
gene-AUO97_RS09805	NZ_CP018664.1	2057192	2057875	-	684	7	0	0	0	0	8	0	4	2	2	0	1	0	0	2	3	4	0
gene-AUO97_RS09810	NZ_CP018664.1	2057981	2060269	-	2289	70	3	8	5	13	43	4	156	70	99	38	105	11	2	13	80	55	2
gene-AUO97_RS09815	NZ_CP018664.1	2060684	2062018	+	1335	8711	774	1918	733	1421	8647	844	12907	11372	11293	6235	9897	959	419	2557	13296	9657	305
gene-AUO97_RS09820	NZ_CP018664.1	2062211	2062816	+	606	3542	401	1437	475	841	4155	524	4608	4752	4656	2450	3416	504	274	1697	4639	3779	217
gene-AUO97_RS09825	NZ_CP018664.1	2062918	2064231	+	1314	8440	1566	4094	1616	2727	9663	1774	9430	10325	10502	5534	8098	1964	1063	5179	10080	8411	764
gene-AUO97_RS09830	NZ_CP018664.1	2064379	2065095	+	717	172	66	72	41	43	201	55	261	217	208	142	180	25	29	90	225	174	21
gene-AUO97_RS09835	NZ_CP018664.1	2065120	2065674	-	555	125	15	43	7	17	122	8	144	123	158	68	96	13	6	41	115	138	3
gene-AUO97_RS09840	NZ_CP018664.1	2065816	2067342	-	1527	3326	184	538	254	376	3418	255	5141	4314	4090	2279	3460	240	147	726	5095	3062	114
gene-AUO97_RS09845	NZ_CP018664.1	2067571	2069715	-	2145	2288	191	777	247	370	3293	263	2219	3500	2487	1678	1495	210	172	1225	3118	2005	114
gene-AUO97_RS09850	NZ_CP018664.1	2069759	2070961	-	1203	1522	114	674	322	255	1964	358	1734	2350	1700	1166	1028	152	104	863	2158	1451	74
gene-AUO97_RS09855	NZ_CP018664.1	2071724	2073577	+	1854	7718	1167	2893	912	2441	9318	940	12450	11313	11158	5503	8785	1570	538	3702	11318	8440	400
gene-AUO97_RS09860	NZ_CP018664.1	2073598	2074218	+	621	3029	422	1051	330	984	3521	375	4937	4544	4411	2181	3479	611	193	1366	4516	3529	142
gene-AUO97_RS09865	NZ_CP018664.1	2074414	2075772	+	1359	4898	608	1409	380	1250	5794	436	8831	7807	8262	4059	5824	860	226	1711	7833	6024	192
gene-AUO97_RS09870	NZ_CP018664.1	2075790	2076302	+	513	2379	259	631	154	640	2725	180	4540	3775	4475	2250	2960	389	112	710	3901	3246	70
gene-AUO97_RS09875	NZ_CP018664.1	2076475	2078103	+	1629	5203	1291	1938	636	2329	6578	710	9540	9398	10819	5513	6399	1568	418	2563	8805	8002	359
gene-AUO97_RS09880	NZ_CP018664.1	2078210	2079475	-	1266	2246	233	885	352	579	2480	419	2988	2934	3380	1699	2269	352	224	1323	3078	2520	158
gene-AUO97_RS09885	NZ_CP018664.1	2079775	2081088	+	1314	313	32	100	43	88	350	60	668	492	278	124	418	33	16	114	425	232	19
gene-AUO97_RS09890	NZ_CP018664.1	2081142	2081984	-	843	93	7	27	4	9	103	15	128	124	125	67	75	11	5	24	107	99	3
gene-AUO97_RS09895	NZ_CP018664.1	2082310	2083329	-	1020	526	31	220	57	107	536	55	696	678	790	403	528	46	27	234	699	611	33
gene-AUO97_RS09900	NZ_CP018664.1	2083522	2085705	+	2184	4279	597	2007	627	1085	5114	757	4786	5905	6083	3419	3693	716	424	2572	5910	5608	294
gene-AUO97_RS09905	NZ_CP018664.1	2085844	2087142	+	1299	219	45	80	39	73	336	54	312	326	211	132	267	43	19	106	294	216	9
gene-AUO97_RS09910	NZ_CP018664.1	2087167	2087718	+	552	367	63	129	77	108	585	113	552	656	349	191	367	85	30	182	566	304	26
gene-AUO97_RS09915	NZ_CP018664.1	2087818	2088018	+	201	512	16	112	37	43	554	38	693	604	652	306	507	28	9	139	742	459	12
gene-AUO97_RS09920	NZ_CP018664.1	2088132	2088563	+	432	5724	404	1712	511	1199	7027	655	9322	9161	7816	4922	6788	686	344	2465	9746	6599	230
gene-AUO97_RS09925	NZ_CP018664.1	2088686	2089918	+	1233	2289	205	692	249	391	2516	250	2569	2510	1897	1032	2545	228	153	998	2601	1543	88
gene-AUO97_RS09930	NZ_CP018664.1	2089934	2090734	+	801	1270	88	342	119	190	1426	116	1438	1460	1148	665	1332	100	73	524	1530	957	54
gene-AUO97_RS09935	NZ_CP018664.1	2090725	2091516	+	792	2182	157	581	200	298	2450	235	2452	2456	1953	1079	2213	201	129	802	2726	1601	92
gene-AUO97_RS09940	NZ_CP018664.1	2091538	2092653	+	1116	2961	189	712	215	366	3058	283	3375	3350	2571	1382	2967	209	140	933	3659	2083	78
gene-AUO97_RS09945	NZ_CP018664.1	2092650	2093942	+	1293	3315	196	648	187	445	3624	235	4286	3908	3089	1616	3497	256	132	956	4385	2406	92
gene-AUO97_RS09950	NZ_CP018664.1	2093971	2094669	+	699	2174	153	565	194	399	2492	239	2939	2773	2334	1188	2332	211	113	726	3095	1760	92
gene-AUO97_RS09955	NZ_CP018664.1	2094669	2095814	+	1146	3802	411	1344	556	927	4281	656	4659	4957	4329	2339	3699	585	361	1679	5144	3489	270
gene-AUO97_RS09960	NZ_CP018664.1	2096002	2097411	+	1410	1598	98	316	106	166	1797	117	1844	1675	1137	664	1630	104	64	462	1869	1006	45
gene-AUO97_RS09965	NZ_CP018664.1	2097608	2098222	+	615	68	3	15	5	7	87	7	120	78	47	33	92	4	2	19	112	62	3
gene-AUO97_RS09970	NZ_CP018664.1	2098207	2099010	+	804	195	7	41	22	17	188	19	215	198	136	56	200	14	13	42	217	110	4
gene-AUO97_RS09975	NZ_CP018664.1	2099012	2099272	+	261	188	8	22	11	18	141	9	226	136	120	71	203	13	4	24	212	76	4
gene-AUO97_RS09980	NZ_CP018664.1	2099278	2099532	+	255	158	8	21	9	14	123	9	181	140	112	62	202	10	4	32	183	79	3
gene-AUO97_RS09985	NZ_CP018664.1	2099529	2100083	+	555	86	8	10	2	9	88	5	121	120	72	45	122	2	2	15	126	62	2
gene-AUO97_RS09990	NZ_CP018664.1	2100093	2101751	+	1659	255	26	41	26	39	273	20	342	312	214	100	332	14	8	57	321	159	13
gene-AUO97_RS09995	NZ_CP018664.1	2101754	2102494	+	741	144	17	41	9	29	132	14	147	172	110	66	163	9	2	47	175	104	6
gene-AUO97_RS10000	NZ_CP018664.1	2102497	2103423	+	927	100	8	24	4	21	96	8	117	130	71	43	144	7	5	35	124	69	6
gene-AUO97_RS10005	NZ_CP018664.1	2103425	2104960	+	1536	274	32	60	21	44	240	27	398	374	279	133	361	27	17	94	408	198	19
gene-AUO97_RS10010	NZ_CP018664.1	2104970	2105398	+	429	155	4	40	11	33	173	19	235	189	155	93	164	14	7	33	201	148	10
gene-AUO97_RS10015	NZ_CP018664.1	2105398	2106027	+	630	189	18	57	20	39	222	33	286	299	239	118	211	23	9	58	287	172	13
gene-AUO97_RS10020	NZ_CP018664.1	2106002	2108317	+	2316	302	19	64	16	58	294	46	428	398	283	159	341	30	18	87	414	249	15
gene-AUO97_RS10025	NZ_CP018664.1	2108347	2109642	+	1296	216	19	42	22	43	224	24	366	268	206	98	240	23	14	64	287	155	9
gene-AUO97_RS10030	NZ_CP018664.1	2109645	2110190	+	546	62	11	19	6	20	67	9	79	85	66	32	69	9	6	24	91	64	1
gene-AUO97_RS10035	NZ_CP018664.1	2110187	2111389	+	1203	70	8	20	4	8	62	9	105	94	59	40	77	14	3	14	66	71	4
gene-AUO97_RS10040	NZ_CP018664.1	2111389	2111814	+	426	130	11	36	2	19	158	6	240	184	123	70	150	9	2	30	177	121	4
gene-AUO97_RS10045	NZ_CP018664.1	2111838	2112563	+	726	332	25	89	26	88	385	30	577	454	399	208	424	36	22	117	500	370	5
gene-AUO97_RS10050	NZ_CP018664.1	2112563	2113789	+	1227	690	89	182	39	204	797	60	1179	1009	896	512	854	116	31	298	991	748	23
gene-AUO97_RS10055	NZ_CP018664.1	2113801	2114235	+	435	608	85	258	47	218	700	61	1023	880	875	545	857	118	39	319	828	690	27
gene-AUO97_RS10060	NZ_CP018664.1	2114259	2114915	+	657	105	8	35	9	32	108	11	132	122	90	60	103	17	8	43	123	111	6
gene-AUO97_RS10065	NZ_CP018664.1	2114983	2115441	-	459	5060	434	1562	572	900	5492	597	4984	4853	4733	2476	5390	603	350	1938	5599	3774	213
gene-AUO97_RS10070	NZ_CP018664.1	2115469	2115726	-	258	3474	348	1201	491	739	4038	491	3398	3413	3211	1726	3497	501	310	1532	3457	2653	190
gene-AUO97_RS10075	NZ_CP018664.1	2115738	2116154	-	417	3642	305	1418	547	897	4245	615	3467	3643	3386	1840	3738	489	321	1807	3683	2869	179
gene-AUO97_RS10080	NZ_CP018664.1	2116252	2117310	-	1059	665	28	115	40	52	720	32	802	766	475	272	637	46	20	142	724	397	18
gene-AUO97_RS10085	NZ_CP018664.1	2117436	2118002	+	567	497	32	135	71	71	517	76	658	563	452	258	510	50	14	176	653	403	31
gene-AUO97_RS10090	NZ_CP018664.1	2118158	2118889	+	732	2820	220	924	329	541	3769	324	5002	5228	3432	2179	3203	337	129	1175	5121	3363	79
gene-AUO97_RS10095	NZ_CP018664.1	2119026	2119829	+	804	2091	116	510	230	260	2165	309	3708	2868	3973	2311	2444	212	156	627	3311	3504	110
gene-AUO97_RS10100	NZ_CP018664.1	2119899	2121293	-	1395	370	59	123	54	98	513	76	509	592	404	196	396	62	44	155	496	336	29
gene-AUO97_RS10105	NZ_CP018664.1	2121316	2123310	-	1995	772	72	215	87	152	836	93	904	992	698	401	754	85	51	254	946	622	51
gene-AUO97_RS10110	NZ_CP018664.1	2123313	2124653	-	1341	561	52	163	43	80	523	78	519	571	453	269	458	68	41	162	605	387	46
gene-AUO97_RS10115	NZ_CP018664.1	2124761	2125750	-	990	713	149	273	141	184	862	220	912	834	716	441	733	161	127	417	949	581	105
gene-AUO97_RS10120	NZ_CP018664.1	2125770	2126279	-	510	1555	433	774	461	648	1891	600	2005	2039	1714	987	1492	514	376	1083	2084	1433	251
gene-AUO97_RS10125	NZ_CP018664.1	2126307	2128931	-	2625	4653	672	1474	562	1081	5323	690	6454	6074	5457	2964	5037	823	450	1976	6204	4483	338
gene-AUO97_RS10135	NZ_CP018664.1	2129118	2129453	-	336	16	0	4	2	3	12	2	14	17	18	8	13	0	0	10	8	12	0
gene-AUO97_RS10140	NZ_CP018664.1	2129958	2131682	+	1725	4810	454	1520	461	941	5476	529	5854	5995	5406	2814	4967	540	237	1901	5814	4282	184
gene-AUO97_RS10145	NZ_CP018664.1	2131682	2132173	+	492	1979	201	626	186	503	2475	209	2544	2622	2374	1254	2051	296	109	811	2623	1959	62
gene-AUO97_RS10150	NZ_CP018664.1	2132206	2133222	+	1017	5604	709	1854	534	1266	6278	591	8137	7834	7726	3841	6021	822	396	2381	8222	6023	272
gene-AUO97_RS10155	NZ_CP018664.1	2133553	2135607	+	2055	372	17	106	27	53	396	47	525	457	479	244	457	24	20	119	480	372	11
gene-AUO97_RS10165	NZ_CP018664.1	2136214	2136777	+	564	4	1	2	0	1	3	2	4	7	0	3	4	1	1	1	7	4	0
gene-AUO97_RS10170	NZ_CP018664.1	2136994	2137566	-	573	174	10	60	26	14	211	22	274	292	290	165	172	10	7	60	303	260	2
gene-AUO97_RS10175	NZ_CP018664.1	2137897	2138760	+	864	263	23	105	35	62	267	50	582	498	716	451	310	57	25	126	513	663	15
gene-AUO97_RS10180	NZ_CP018664.1	2139139	2141964	+	2826	491	26	144	51	59	587	57	545	621	417	278	514	42	19	197	609	406	16
gene-AUO97_RS10185	NZ_CP018664.1	2141971	2143560	+	1590	90	2	20	11	11	68	6	143	85	130	77	79	4	4	14	109	119	2
gene-AUO97_RS10190	NZ_CP018664.1	2143575	2144435	+	861	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	1	2	0
gene-AUO97_RS10195	NZ_CP018664.1	2144562	2145629	+	1068	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS10200	NZ_CP018664.1	2145799	2147391	+	1593	1029	85	207	74	93	999	74	1263	1119	871	573	1105	89	52	234	1337	811	27
gene-AUO97_RS10205	NZ_CP018664.1	2147461	2148303	+	843	197	7	32	12	12	258	11	281	252	206	142	265	17	10	53	256	200	5
gene-AUO97_RS10210	NZ_CP018664.1	2148391	2149332	+	942	762	56	372	131	178	928	146	833	1093	1299	682	637	74	56	498	1037	1001	44
gene-AUO97_RS10215	NZ_CP018664.1	2149332	2150144	+	813	319	38	165	35	54	392	58	398	497	495	250	257	32	34	186	460	457	22
gene-AUO97_RS10220	NZ_CP018664.1	2150269	2153025	+	2757	4853	2105	5019	2170	3260	7186	2564	4969	8004	7874	5101	3752	2432	1526	6746	6683	7411	1052
gene-AUO97_RS10225	NZ_CP018664.1	2153360	2154121	+	762	271	18	70	32	34	268	36	274	312	265	144	237	20	10	111	262	201	9
gene-AUO97_RS19435	NZ_CP018664.1	2154184	2154306	-	123	1	0	0	0	0	1	0	2	4	0	0	0	0	0	2	1	0	0
gene-AUO97_RS10230	NZ_CP018664.1	2154410	2155303	+	894	291	13	59	19	31	265	26	377	447	239	192	270	24	9	70	494	247	3
gene-AUO97_RS10235	NZ_CP018664.1	2155311	2155820	-	510	846	27	113	59	56	909	59	1242	1402	554	544	706	61	24	167	1514	702	17
gene-AUO97_RS10240	NZ_CP018664.1	2156155	2157159	-	1005	347	20	76	29	47	353	29	390	379	274	174	359	32	28	97	412	194	16
gene-AUO97_RS10245	NZ_CP018664.1	2157308	2158492	-	1185	299	27	61	18	35	303	26	349	301	282	182	302	23	12	119	334	233	10
gene-AUO97_RS10250	NZ_CP018664.1	2158511	2158918	-	408	88	0	9	5	10	58	9	77	57	97	44	69	6	4	23	96	67	2
gene-AUO97_RS10255	NZ_CP018664.1	2158986	2159912	-	927	56	4	23	5	6	83	15	79	68	55	34	76	3	3	35	91	56	2
gene-AUO97_RS10260	NZ_CP018664.1	2160150	2161277	+	1128	688	26	122	30	38	593	50	363	724	532	404	325	32	25	145	1112	504	21
gene-AUO97_RS10265	NZ_CP018664.1	2161289	2161603	+	315	195	5	46	9	18	170	11	129	263	185	143	97	11	13	62	387	185	11
gene-AUO97_RS10270	NZ_CP018664.1	2161616	2163070	+	1455	636	31	172	43	74	554	69	459	902	746	489	349	41	47	219	1325	572	32
gene-AUO97_RS10275	NZ_CP018664.1	2163124	2163945	-	822	63	9	43	10	23	80	12	58	68	54	45	56	13	5	30	82	41	5
